situation,mode,overall,alpha,lam,test_loss
Same task,Multitask,True,1.000000,0.100000,0.428015
Similar task,Multitask,True,1.000000,0.100000,0.432243
Unrelated task,Multitask,True,1.000000,0.100000,0.438205
Same task,Multitask,True,1.000000,0.300000,0.439598
Similar task,Multitask,True,1.000000,0.300000,0.437125
Unrelated task,Multitask,True,1.000000,0.300000,0.449497
Same task,Multitask,True,1.000000,1.000000,0.425019
Similar task,Multitask,True,1.000000,1.000000,0.439890
Unrelated task,Multitask,True,1.000000,1.000000,0.486348
Same task,Multitask,True,1.000000,3.000000,0.420289
Similar task,Multitask,True,1.000000,3.000000,0.447185
Unrelated task,Multitask,True,1.000000,3.000000,0.519480
Same task,Multitask,True,1.000000,10.000000,0.431259
Similar task,Multitask,True,1.000000,10.000000,0.543790
Unrelated task,Multitask,True,1.000000,10.000000,0.543177
Same task,Multitask,True,1.000000,0.100000,0.436347
Similar task,Multitask,True,1.000000,0.100000,0.436506
Unrelated task,Multitask,True,1.000000,0.100000,0.446879
Same task,Multitask,True,1.000000,0.300000,0.424327
Similar task,Multitask,True,1.000000,0.300000,0.424541
Unrelated task,Multitask,True,1.000000,0.300000,0.451631
Same task,Multitask,True,1.000000,1.000000,0.429371
Similar task,Multitask,True,1.000000,1.000000,0.438840
Unrelated task,Multitask,True,1.000000,1.000000,0.489846
Same task,Multitask,True,1.000000,3.000000,0.412965
Similar task,Multitask,True,1.000000,3.000000,0.444585
Unrelated task,Multitask,True,1.000000,3.000000,0.523665
Same task,Multitask,True,1.000000,10.000000,0.436990
Similar task,Multitask,True,1.000000,10.000000,0.452323
Unrelated task,Multitask,True,1.000000,10.000000,0.544502
Same task,Multitask,True,1.000000,0.100000,0.440378
Similar task,Multitask,True,1.000000,0.100000,0.442795
Unrelated task,Multitask,True,1.000000,0.100000,0.451136
Same task,Multitask,True,1.000000,0.300000,0.437990
Similar task,Multitask,True,1.000000,0.300000,0.440553
Unrelated task,Multitask,True,1.000000,0.300000,0.455655
Same task,Multitask,True,1.000000,1.000000,0.416865
Similar task,Multitask,True,1.000000,1.000000,0.438839
Unrelated task,Multitask,True,1.000000,1.000000,0.491790
Same task,Multitask,True,1.000000,3.000000,0.423236
Similar task,Multitask,True,1.000000,3.000000,0.440547
Unrelated task,Multitask,True,1.000000,3.000000,0.521967
Same task,Multitask,True,1.000000,10.000000,0.427737
Similar task,Multitask,True,1.000000,10.000000,0.450566
Unrelated task,Multitask,True,1.000000,10.000000,0.543038
Same task,Multitask,True,1.000000,0.100000,0.433092
Similar task,Multitask,True,1.000000,0.100000,0.435928
Unrelated task,Multitask,True,1.000000,0.100000,0.439155
Same task,Multitask,True,1.000000,0.300000,0.435563
Similar task,Multitask,True,1.000000,0.300000,0.438806
Unrelated task,Multitask,True,1.000000,0.300000,0.452410
Same task,Multitask,True,1.000000,1.000000,0.430875
Similar task,Multitask,True,1.000000,1.000000,0.438359
Unrelated task,Multitask,True,1.000000,1.000000,0.489131
Same task,Multitask,True,1.000000,3.000000,0.427217
Similar task,Multitask,True,1.000000,3.000000,0.450875
Unrelated task,Multitask,True,1.000000,3.000000,0.520428
Same task,Multitask,True,1.000000,10.000000,0.425362
Similar task,Multitask,True,1.000000,10.000000,0.451970
Unrelated task,Multitask,True,1.000000,10.000000,0.542692
Same task,Multitask,True,1.000000,0.100000,0.440324
Similar task,Multitask,True,1.000000,0.100000,0.443844
Unrelated task,Multitask,True,1.000000,0.100000,0.449175
Same task,Multitask,True,1.000000,0.300000,0.449280
Similar task,Multitask,True,1.000000,0.300000,0.441871
Unrelated task,Multitask,True,1.000000,0.300000,0.460581
Same task,Multitask,True,1.000000,1.000000,0.431145
Similar task,Multitask,True,1.000000,1.000000,0.439491
Unrelated task,Multitask,True,1.000000,1.000000,0.493222
Same task,Multitask,True,1.000000,3.000000,0.434557
Similar task,Multitask,True,1.000000,3.000000,0.445569
Unrelated task,Multitask,True,1.000000,3.000000,0.525203
Same task,Multitask,True,1.000000,10.000000,0.441000
Similar task,Multitask,True,1.000000,10.000000,0.460294
Unrelated task,Multitask,True,1.000000,10.000000,0.542716
Same task,Multitask,True,1.000000,0.100000,0.446566
Similar task,Multitask,True,1.000000,0.100000,0.452704
Unrelated task,Multitask,True,1.000000,0.100000,0.454749
Same task,Multitask,True,1.000000,0.300000,0.439615
Similar task,Multitask,True,1.000000,0.300000,0.436882
Unrelated task,Multitask,True,1.000000,0.300000,0.461237
Same task,Multitask,True,1.000000,1.000000,0.429425
Similar task,Multitask,True,1.000000,1.000000,0.446662
Unrelated task,Multitask,True,1.000000,1.000000,0.491891
Same task,Multitask,True,1.000000,3.000000,0.420334
Similar task,Multitask,True,1.000000,3.000000,0.449416
Unrelated task,Multitask,True,1.000000,3.000000,0.525281
Same task,Multitask,True,1.000000,10.000000,0.425691
Similar task,Multitask,True,1.000000,10.000000,0.460467
Unrelated task,Multitask,True,1.000000,10.000000,0.543001
Same task,Multitask,True,1.000000,0.100000,0.435976
Similar task,Multitask,True,1.000000,0.100000,0.438510
Unrelated task,Multitask,True,1.000000,0.100000,0.442792
Same task,Multitask,True,1.000000,0.300000,0.419456
Similar task,Multitask,True,1.000000,0.300000,0.431590
Unrelated task,Multitask,True,1.000000,0.300000,0.446656
Same task,Multitask,True,1.000000,1.000000,0.433113
Similar task,Multitask,True,1.000000,1.000000,0.435655
Unrelated task,Multitask,True,1.000000,1.000000,0.491067
Same task,Multitask,True,1.000000,3.000000,0.436912
Similar task,Multitask,True,1.000000,3.000000,0.442708
Unrelated task,Multitask,True,1.000000,3.000000,0.519984
Same task,Multitask,True,1.000000,10.000000,0.452622
Similar task,Multitask,True,1.000000,10.000000,0.453420
Unrelated task,Multitask,True,1.000000,10.000000,0.543464
Same task,Multitask,True,1.000000,0.100000,0.433115
Similar task,Multitask,True,1.000000,0.100000,0.438453
Unrelated task,Multitask,True,1.000000,0.100000,0.442116
Same task,Multitask,True,1.000000,0.300000,0.432162
Similar task,Multitask,True,1.000000,0.300000,0.444517
Unrelated task,Multitask,True,1.000000,0.300000,0.455799
Same task,Multitask,True,1.000000,1.000000,0.419323
Similar task,Multitask,True,1.000000,1.000000,0.443106
Unrelated task,Multitask,True,1.000000,1.000000,0.490655
Same task,Multitask,True,1.000000,3.000000,0.425717
Similar task,Multitask,True,1.000000,3.000000,0.450730
Unrelated task,Multitask,True,1.000000,3.000000,0.523493
Same task,Multitask,True,1.000000,10.000000,0.425943
Similar task,Multitask,True,1.000000,10.000000,0.455837
Unrelated task,Multitask,True,1.000000,10.000000,0.543331
Same task,Multitask,True,1.000000,0.100000,0.438314
Similar task,Multitask,True,1.000000,0.100000,0.436248
Unrelated task,Multitask,True,1.000000,0.100000,0.445117
Same task,Multitask,True,1.000000,0.300000,0.425961
Similar task,Multitask,True,1.000000,0.300000,0.428022
Unrelated task,Multitask,True,1.000000,0.300000,0.453703
Same task,Multitask,True,1.000000,1.000000,0.425214
Similar task,Multitask,True,1.000000,1.000000,0.441778
Unrelated task,Multitask,True,1.000000,1.000000,0.486642
Same task,Multitask,True,1.000000,3.000000,0.417386
Similar task,Multitask,True,1.000000,3.000000,0.437281
Unrelated task,Multitask,True,1.000000,3.000000,0.519740
Same task,Multitask,True,1.000000,10.000000,0.428557
Similar task,Multitask,True,1.000000,10.000000,0.544291
Unrelated task,Multitask,True,1.000000,10.000000,0.543374
Same task,Multitask,True,1.000000,0.100000,0.442705
Similar task,Multitask,True,1.000000,0.100000,0.445568
Unrelated task,Multitask,True,1.000000,0.100000,0.454166
Same task,Multitask,True,1.000000,0.300000,0.431929
Similar task,Multitask,True,1.000000,0.300000,0.437005
Unrelated task,Multitask,True,1.000000,0.300000,0.453655
Same task,Multitask,True,1.000000,1.000000,0.436583
Similar task,Multitask,True,1.000000,1.000000,0.446586
Unrelated task,Multitask,True,1.000000,1.000000,0.497673
Same task,Multitask,True,1.000000,3.000000,0.418685
Similar task,Multitask,True,1.000000,3.000000,0.447089
Unrelated task,Multitask,True,1.000000,3.000000,0.520501
Same task,Multitask,True,1.000000,10.000000,0.425764
Similar task,Multitask,True,1.000000,10.000000,0.456278
Unrelated task,Multitask,True,1.000000,10.000000,0.543227
Same task,Multitask,True,1.000000,0.100000,0.437531
Similar task,Multitask,True,1.000000,0.100000,0.438203
Unrelated task,Multitask,True,1.000000,0.100000,0.451036
Same task,Multitask,True,1.000000,0.300000,0.432608
Similar task,Multitask,True,1.000000,0.300000,0.437387
Unrelated task,Multitask,True,1.000000,0.300000,0.458860
Same task,Multitask,True,1.000000,1.000000,0.428511
Similar task,Multitask,True,1.000000,1.000000,0.444167
Unrelated task,Multitask,True,1.000000,1.000000,0.493198
Same task,Multitask,True,1.000000,3.000000,0.420336
Similar task,Multitask,True,1.000000,3.000000,0.444115
Unrelated task,Multitask,True,1.000000,3.000000,0.522888
Same task,Multitask,True,1.000000,10.000000,0.432681
Similar task,Multitask,True,1.000000,10.000000,0.456168
Unrelated task,Multitask,True,1.000000,10.000000,0.543553
Same task,Multitask,True,1.000000,0.100000,0.440589
Similar task,Multitask,True,1.000000,0.100000,0.446611
Unrelated task,Multitask,True,1.000000,0.100000,0.451503
Same task,Multitask,True,1.000000,0.300000,0.433015
Similar task,Multitask,True,1.000000,0.300000,0.444087
Unrelated task,Multitask,True,1.000000,0.300000,0.458072
Same task,Multitask,True,1.000000,1.000000,0.421897
Similar task,Multitask,True,1.000000,1.000000,0.440588
Unrelated task,Multitask,True,1.000000,1.000000,0.491467
Same task,Multitask,True,1.000000,3.000000,0.422695
Similar task,Multitask,True,1.000000,3.000000,0.438812
Unrelated task,Multitask,True,1.000000,3.000000,0.520269
Same task,Multitask,True,1.000000,10.000000,0.424900
Similar task,Multitask,True,1.000000,10.000000,0.451968
Unrelated task,Multitask,True,1.000000,10.000000,0.543025
Same task,Multitask,True,1.000000,0.100000,0.443094
Similar task,Multitask,True,1.000000,0.100000,0.438928
Unrelated task,Multitask,True,1.000000,0.100000,0.444457
Same task,Multitask,True,1.000000,0.300000,0.434578
Similar task,Multitask,True,1.000000,0.300000,0.431820
Unrelated task,Multitask,True,1.000000,0.300000,0.451792
Same task,Multitask,True,1.000000,1.000000,0.431538
Similar task,Multitask,True,1.000000,1.000000,0.436428
Unrelated task,Multitask,True,1.000000,1.000000,0.491523
Same task,Multitask,True,1.000000,3.000000,0.422741
Similar task,Multitask,True,1.000000,3.000000,0.445479
Unrelated task,Multitask,True,1.000000,3.000000,0.522223
Same task,Multitask,True,1.000000,10.000000,0.432103
Similar task,Multitask,True,1.000000,10.000000,0.462738
Unrelated task,Multitask,True,1.000000,10.000000,0.543619
Same task,Multitask,True,1.000000,0.100000,0.434999
Similar task,Multitask,True,1.000000,0.100000,0.440389
Unrelated task,Multitask,True,1.000000,0.100000,0.439517
Same task,Multitask,True,1.000000,0.300000,0.431237
Similar task,Multitask,True,1.000000,0.300000,0.439845
Unrelated task,Multitask,True,1.000000,0.300000,0.447272
Same task,Multitask,True,1.000000,1.000000,0.423908
Similar task,Multitask,True,1.000000,1.000000,0.450118
Unrelated task,Multitask,True,1.000000,1.000000,0.487539
Same task,Multitask,True,1.000000,3.000000,0.430041
Similar task,Multitask,True,1.000000,3.000000,0.450935
Unrelated task,Multitask,True,1.000000,3.000000,0.515782
Same task,Multitask,True,1.000000,10.000000,0.433103
Similar task,Multitask,True,1.000000,10.000000,0.458250
Unrelated task,Multitask,True,1.000000,10.000000,0.544257
Same task,Multitask,True,1.000000,0.100000,0.436848
Similar task,Multitask,True,1.000000,0.100000,0.437034
Unrelated task,Multitask,True,1.000000,0.100000,0.447211
Same task,Multitask,True,1.000000,0.300000,0.427536
Similar task,Multitask,True,1.000000,0.300000,0.440789
Unrelated task,Multitask,True,1.000000,0.300000,0.462314
Same task,Multitask,True,1.000000,1.000000,0.420096
Similar task,Multitask,True,1.000000,1.000000,0.441786
Unrelated task,Multitask,True,1.000000,1.000000,0.496964
Same task,Multitask,True,1.000000,3.000000,0.423553
Similar task,Multitask,True,1.000000,3.000000,0.442514
Unrelated task,Multitask,True,1.000000,3.000000,0.525338
Same task,Multitask,True,1.000000,10.000000,0.422092
Similar task,Multitask,True,1.000000,10.000000,0.451514
Unrelated task,Multitask,True,1.000000,10.000000,0.542908
Same task,Multitask,True,1.000000,0.100000,0.442043
Similar task,Multitask,True,1.000000,0.100000,0.440751
Unrelated task,Multitask,True,1.000000,0.100000,0.446464
Same task,Multitask,True,1.000000,0.300000,0.440522
Similar task,Multitask,True,1.000000,0.300000,0.436453
Unrelated task,Multitask,True,1.000000,0.300000,0.452528
Same task,Multitask,True,1.000000,1.000000,0.425142
Similar task,Multitask,True,1.000000,1.000000,0.440283
Unrelated task,Multitask,True,1.000000,1.000000,0.492569
Same task,Multitask,True,1.000000,3.000000,0.430205
Similar task,Multitask,True,1.000000,3.000000,0.452518
Unrelated task,Multitask,True,1.000000,3.000000,0.522090
Same task,Multitask,True,1.000000,10.000000,0.441463
Similar task,Multitask,True,1.000000,10.000000,0.460971
Unrelated task,Multitask,True,1.000000,10.000000,0.544403
Same task,Projection,True,0.010000,0.100000,0.440860
Same task,Projection,True,0.100000,0.100000,0.442897
Same task,Projection,True,1.000000,0.100000,0.439408
Similar task,Projection,True,0.010000,0.100000,0.439851
Similar task,Projection,True,0.100000,0.100000,0.442030
Similar task,Projection,True,1.000000,0.100000,0.442197
Unrelated task,Projection,True,0.010000,0.100000,0.452480
Unrelated task,Projection,True,0.100000,0.100000,0.452949
Unrelated task,Projection,True,1.000000,0.100000,0.449607
Same task,Projection,False,0.010000,0.100000,0.441457
Same task,Projection,False,0.100000,0.100000,0.443327
Same task,Projection,False,1.000000,0.100000,0.438392
Similar task,Projection,False,0.010000,0.100000,0.443200
Similar task,Projection,False,0.100000,0.100000,0.437804
Similar task,Projection,False,1.000000,0.100000,0.445955
Unrelated task,Projection,False,0.010000,0.100000,0.450486
Unrelated task,Projection,False,0.100000,0.100000,0.451338
Unrelated task,Projection,False,1.000000,0.100000,0.449692
Same task,Projection,True,0.010000,0.300000,0.427514
Same task,Projection,True,0.100000,0.300000,0.433749
Same task,Projection,True,1.000000,0.300000,0.434673
Similar task,Projection,True,0.010000,0.300000,0.436309
Similar task,Projection,True,0.100000,0.300000,0.437014
Similar task,Projection,True,1.000000,0.300000,0.439386
Unrelated task,Projection,True,0.010000,0.300000,0.453494
Unrelated task,Projection,True,0.100000,0.300000,0.455014
Unrelated task,Projection,True,1.000000,0.300000,0.462076
Same task,Projection,False,0.010000,0.300000,0.424808
Same task,Projection,False,0.100000,0.300000,0.432368
Same task,Projection,False,1.000000,0.300000,0.433237
Similar task,Projection,False,0.010000,0.300000,0.442649
Similar task,Projection,False,0.100000,0.300000,0.433706
Similar task,Projection,False,1.000000,0.300000,0.444154
Unrelated task,Projection,False,0.010000,0.300000,0.457935
Unrelated task,Projection,False,0.100000,0.300000,0.452243
Unrelated task,Projection,False,1.000000,0.300000,0.463778
Same task,Projection,True,0.010000,1.000000,0.424824
Same task,Projection,True,0.100000,1.000000,0.425084
Same task,Projection,True,1.000000,1.000000,0.426126
Similar task,Projection,True,0.010000,1.000000,0.434936
Similar task,Projection,True,0.100000,1.000000,0.435784
Similar task,Projection,True,1.000000,1.000000,0.442135
Unrelated task,Projection,True,0.010000,1.000000,0.478303
Unrelated task,Projection,True,0.100000,1.000000,0.491413
Unrelated task,Projection,True,1.000000,1.000000,0.497484
Same task,Projection,False,0.010000,1.000000,0.429633
Same task,Projection,False,0.100000,1.000000,0.422971
Same task,Projection,False,1.000000,1.000000,0.430451
Similar task,Projection,False,0.010000,1.000000,0.437778
Similar task,Projection,False,0.100000,1.000000,0.430649
Similar task,Projection,False,1.000000,1.000000,0.442998
Unrelated task,Projection,False,0.010000,1.000000,0.476450
Unrelated task,Projection,False,0.100000,1.000000,0.487556
Unrelated task,Projection,False,1.000000,1.000000,0.493270
Same task,Projection,True,0.010000,3.000000,0.418335
Same task,Projection,True,0.100000,3.000000,0.428067
Same task,Projection,True,1.000000,3.000000,0.429101
Similar task,Projection,True,0.010000,3.000000,0.437032
Similar task,Projection,True,0.100000,3.000000,0.450089
Similar task,Projection,True,1.000000,3.000000,0.442535
Unrelated task,Projection,True,0.010000,3.000000,0.509493
Unrelated task,Projection,True,0.100000,3.000000,0.519410
Unrelated task,Projection,True,1.000000,3.000000,0.521023
Same task,Projection,False,0.010000,3.000000,0.427437
Same task,Projection,False,0.100000,3.000000,0.431041
Same task,Projection,False,1.000000,3.000000,0.436121
Similar task,Projection,False,0.010000,3.000000,0.434171
Similar task,Projection,False,0.100000,3.000000,0.443196
Similar task,Projection,False,1.000000,3.000000,0.450946
Unrelated task,Projection,False,0.010000,3.000000,0.503482
Unrelated task,Projection,False,0.100000,3.000000,0.521063
Unrelated task,Projection,False,1.000000,3.000000,0.523120
Same task,Projection,True,0.010000,10.000000,0.416362
Same task,Projection,True,0.100000,10.000000,0.438469
Same task,Projection,True,1.000000,10.000000,0.441162
Similar task,Projection,True,0.010000,10.000000,0.437602
Similar task,Projection,True,0.100000,10.000000,0.451431
Similar task,Projection,True,1.000000,10.000000,0.453515
Unrelated task,Projection,True,0.010000,10.000000,0.542368
Unrelated task,Projection,True,0.100000,10.000000,0.541671
Unrelated task,Projection,True,1.000000,10.000000,0.542735
Same task,Projection,False,0.010000,10.000000,0.415565
Same task,Projection,False,0.100000,10.000000,0.433334
Same task,Projection,False,1.000000,10.000000,0.446980
Similar task,Projection,False,0.010000,10.000000,0.430116
Similar task,Projection,False,0.100000,10.000000,0.460339
Similar task,Projection,False,1.000000,10.000000,0.456156
Unrelated task,Projection,False,0.010000,10.000000,0.542737
Unrelated task,Projection,False,0.100000,10.000000,0.540986
Unrelated task,Projection,False,1.000000,10.000000,0.542489
Same task,Projection,True,0.010000,0.100000,0.440618
Same task,Projection,True,0.100000,0.100000,0.436951
Same task,Projection,True,1.000000,0.100000,0.438851
Similar task,Projection,True,0.010000,0.100000,0.437784
Similar task,Projection,True,0.100000,0.100000,0.438576
Similar task,Projection,True,1.000000,0.100000,0.437572
Unrelated task,Projection,True,0.010000,0.100000,0.450352
Unrelated task,Projection,True,0.100000,0.100000,0.445224
Unrelated task,Projection,True,1.000000,0.100000,0.445434
Same task,Projection,False,0.010000,0.100000,0.442548
Same task,Projection,False,0.100000,0.100000,0.436500
Same task,Projection,False,1.000000,0.100000,0.436538
Similar task,Projection,False,0.010000,0.100000,0.434676
Similar task,Projection,False,0.100000,0.100000,0.436711
Similar task,Projection,False,1.000000,0.100000,0.435734
Unrelated task,Projection,False,0.010000,0.100000,0.448245
Unrelated task,Projection,False,0.100000,0.100000,0.447243
Unrelated task,Projection,False,1.000000,0.100000,0.448311
Same task,Projection,True,0.010000,0.300000,0.428308
Same task,Projection,True,0.100000,0.300000,0.422947
Same task,Projection,True,1.000000,0.300000,0.427722
Similar task,Projection,True,0.010000,0.300000,0.423677
Similar task,Projection,True,0.100000,0.300000,0.420606
Similar task,Projection,True,1.000000,0.300000,0.430901
Unrelated task,Projection,True,0.010000,0.300000,0.452983
Unrelated task,Projection,True,0.100000,0.300000,0.453208
Unrelated task,Projection,True,1.000000,0.300000,0.457079
Same task,Projection,False,0.010000,0.300000,0.424985
Same task,Projection,False,0.100000,0.300000,0.421023
Same task,Projection,False,1.000000,0.300000,0.431398
Similar task,Projection,False,0.010000,0.300000,0.426089
Similar task,Projection,False,0.100000,0.300000,0.421319
Similar task,Projection,False,1.000000,0.300000,0.429258
Unrelated task,Projection,False,0.010000,0.300000,0.452076
Unrelated task,Projection,False,0.100000,0.300000,0.449971
Unrelated task,Projection,False,1.000000,0.300000,0.456983
Same task,Projection,True,0.010000,1.000000,0.420243
Same task,Projection,True,0.100000,1.000000,0.410788
Same task,Projection,True,1.000000,1.000000,0.421361
Similar task,Projection,True,0.010000,1.000000,0.428420
Similar task,Projection,True,0.100000,1.000000,0.429379
Similar task,Projection,True,1.000000,1.000000,0.433906
Unrelated task,Projection,True,0.010000,1.000000,0.476309
Unrelated task,Projection,True,0.100000,1.000000,0.486120
Unrelated task,Projection,True,1.000000,1.000000,0.487067
Same task,Projection,False,0.010000,1.000000,0.411268
Same task,Projection,False,0.100000,1.000000,0.408317
Same task,Projection,False,1.000000,1.000000,0.424359
Similar task,Projection,False,0.010000,1.000000,0.426812
Similar task,Projection,False,0.100000,1.000000,0.430280
Similar task,Projection,False,1.000000,1.000000,0.436134
Unrelated task,Projection,False,0.010000,1.000000,0.479114
Unrelated task,Projection,False,0.100000,1.000000,0.490864
Unrelated task,Projection,False,1.000000,1.000000,0.490063
Same task,Projection,True,0.010000,3.000000,0.414013
Same task,Projection,True,0.100000,3.000000,0.424110
Same task,Projection,True,1.000000,3.000000,0.427169
Similar task,Projection,True,0.010000,3.000000,0.430416
Similar task,Projection,True,0.100000,3.000000,0.436148
Similar task,Projection,True,1.000000,3.000000,0.448277
Unrelated task,Projection,True,0.010000,3.000000,0.506180
Unrelated task,Projection,True,0.100000,3.000000,0.517788
Unrelated task,Projection,True,1.000000,3.000000,0.516606
Same task,Projection,False,0.010000,3.000000,0.411426
Same task,Projection,False,0.100000,3.000000,0.432360
Same task,Projection,False,1.000000,3.000000,0.432383
Similar task,Projection,False,0.010000,3.000000,0.432508
Similar task,Projection,False,0.100000,3.000000,0.439006
Similar task,Projection,False,1.000000,3.000000,0.453788
Unrelated task,Projection,False,0.010000,3.000000,0.502154
Unrelated task,Projection,False,0.100000,3.000000,0.515744
Unrelated task,Projection,False,1.000000,3.000000,0.518551
Same task,Projection,True,0.010000,10.000000,0.423037
Same task,Projection,True,0.100000,10.000000,0.444696
Same task,Projection,True,1.000000,10.000000,0.437343
Similar task,Projection,True,0.010000,10.000000,0.440410
Similar task,Projection,True,0.100000,10.000000,0.455255
Similar task,Projection,True,1.000000,10.000000,0.542650
Unrelated task,Projection,True,0.010000,10.000000,0.542350
Unrelated task,Projection,True,0.100000,10.000000,0.531251
Unrelated task,Projection,True,1.000000,10.000000,0.542418
Same task,Projection,False,0.010000,10.000000,0.405815
Same task,Projection,False,0.100000,10.000000,0.439521
Same task,Projection,False,1.000000,10.000000,0.437871
Similar task,Projection,False,0.010000,10.000000,0.428851
Similar task,Projection,False,0.100000,10.000000,0.457391
Similar task,Projection,False,1.000000,10.000000,0.454283
Unrelated task,Projection,False,0.010000,10.000000,0.542385
Unrelated task,Projection,False,0.100000,10.000000,0.527448
Unrelated task,Projection,False,1.000000,10.000000,0.542193
Same task,Projection,True,0.010000,0.100000,0.436687
Same task,Projection,True,0.100000,0.100000,0.430082
Same task,Projection,True,1.000000,0.100000,0.434251
Similar task,Projection,True,0.010000,0.100000,0.432142
Similar task,Projection,True,0.100000,0.100000,0.429567
Similar task,Projection,True,1.000000,0.100000,0.440249
Unrelated task,Projection,True,0.010000,0.100000,0.445487
Unrelated task,Projection,True,0.100000,0.100000,0.449257
Unrelated task,Projection,True,1.000000,0.100000,0.444969
Same task,Projection,False,0.010000,0.100000,0.437290
Same task,Projection,False,0.100000,0.100000,0.433197
Same task,Projection,False,1.000000,0.100000,0.442777
Similar task,Projection,False,0.010000,0.100000,0.441281
Similar task,Projection,False,0.100000,0.100000,0.432182
Similar task,Projection,False,1.000000,0.100000,0.434020
Unrelated task,Projection,False,0.010000,0.100000,0.440619
Unrelated task,Projection,False,0.100000,0.100000,0.442334
Unrelated task,Projection,False,1.000000,0.100000,0.441698
Same task,Projection,True,0.010000,0.300000,0.429428
